Country,State,Year,Food Grains Allocated (UOM:MT(Metrictonne)),Ration Cards Issued (UOM:Number),Transaction For Ration Cards (UOM:Number),Aadhaar Authenticated Transactions (UOM:Number),Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)),Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(Metrictonne)),Manual Distribution Of Food Grains (UOM:MT(Metrictonne)),Distribution Of Food Grains (UOM:MT(Metrictonne))
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",154148.03,9621253,25995845,17315878,66.61,142.88,0,142.88
India,Odisha,"Calendar Year (Jan - Dec), 2018",179926.06,8695414,8500651,4914357,57.81,168892.24,8474.58,177366.82
India,Gujarat,"Calendar Year (Jan - Dec), 2021",198288.02,7145238,6483134,6007020,92.66,169806.94,0,169806.94
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",115338,5148694,5429317,181902,3.35,113248.39,1520.17,114768.56
India,Jharkhand,"Calendar Year (Jan - Dec), 2017",144959.47,5631986,8069541,5327602,66.02,78.94,0,78.94
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018",1380.93,54507,52821,47419,90.61414706,1225.71,0,1225.71
India,Mizoram,"Calendar Year (Jan - Dec), 2017",3827.96,35062,0,0,0,0,1049.64,1049.64
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",10800.27,1138,620,0,0,15.73,10373.77,10389.5
India,Manipur,"Calendar Year (Jan - Dec), 2018",12461.24,548980,0,0,0,0,12461.24,12461.24
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,7938983,5708277,3366334,58.97,146167.03,242651.24,388818.27
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14399483,12436212,12436212,100,307272.62,20055.84,327328.46
India,Kerala,"Calendar Year (Jan - Dec), 2018",85459.89,3467036,0,0,0,0,74539.58,74539.58
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2019",332.7,16342,12957,0,0,264.69,24.99,289.68
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,11120242,11564892,0,0,223464.41,0,223464.41
India,Odisha,"Calendar Year (Jan - Dec), 2020",179926.06,9287962,9282767,2,0,174076.44,246.16,174322.59
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018",332.7,9552,2519,0,0,40.16,205.05,245.21
India,Assam,"Calendar Year (Jan - Dec), 2017",135479.33,179344,455,0,0,0,4279.58,4279.58
India,Mizoram,"Calendar Year (Jan - Dec), 2020",3827.96,155584,152772,621,0.41,3907.65,0,3907.65
India,Mizoram,"Calendar Year (Jan - Dec), 2020",3827.96,155704,150733,755,0.5,3839.72,0,3839.72
India,Kerala,"Calendar Year (Jan - Dec), 2018",85459.89,3504368,3490268,3368181,96.5,78289.96,149.61,78439.57
India,Assam,"Calendar Year (Jan - Dec), 2019",135479.33,5787708,0,0,0,0,169363.25,169363.25
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",115338,5282952,5230497,629518,12.04,114031.5,1731.14,115762.64
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,94017,41557,28182,67.82,1043.42,1140.09,2183.51
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5378318,4585178,559297,12.2,95889.51,1575.76,97465.27
India,Telangana,"Calendar Year (Jan - Dec), 2021",108004.23,5358287,4870699,4870699,100,103420.29,0,103420.29
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12469982,10796371,10796371,100,194374.71,2929.16,197303.86
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2017",811798.34,33432426,1166270,825054,70.74,27995.67,6634.22,34629.89
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",10800.27,1305,523,0,0,13.28,11549.63,11562.91
India,Odisha,"Calendar Year (Jan - Dec), 2018",179926.06,8657079,9625817,5772666,59.97,173427.13,5176.42,178603.54
India,Sikkim,"Calendar Year (Jan - Dec), 2018",2197.94,8871,2448,2448,100,63.66,2119.03,2182.69
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3785407,3871659,3682850,95.12,83436.76,94.35,83531.11
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019",1380.93,54581,52974,38216,68.80595426,1256.76,0,1256.76
India,Sikkim,"Calendar Year (Jan - Dec), 2019",2197.94,94443,42298,26053,61.59,1059.6,1272.95,2332.54
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",811798.34,35968384,33425217,33370273,99.84,774210.34,0,774210.34
India,Haryana,"Calendar Year (Jan - Dec), 2019",66250,2698990,2696083,2696083,100,56915.02,0,56915.02
India,Sikkim,"Calendar Year (Jan - Dec), 2020",2197.94,90865,0,0,0,0,2171.92,2171.92
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021",332.7,16804,15448,12713,82.3,287.28,0,287.28
India,Bihar,"Calendar Year (Jan - Dec), 2021",457821.73,17458438,16629061,16583370,99.73,431011.72,0,431011.72
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2021",202114.13,11191833,11267505,64,0,192252.44,0,192252.44
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020",451.98,62575,49367,49367,100,1231.92,0,1231.92
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2020",332.7,5028,64628,0,0,3.13,24.44,27.57
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2021",451.98,60277,47245,47245,100,1203.25,0,1203.25
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",144959.47,5711250,4730600,4054416,85.71,133453.14,0,133453.14
India,Rajasthan,"Calendar Year (Jan - Dec), 2018",232631,10468839,9176545,9173824,99.97,218969.79,732.4,219702.19
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",16857.47,8514,21324,0,0,0,1774.58,1774.58
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020",126.85,5160,2805,0,0,71.95,0,71.95
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,148354,0,0,0,0,3642.51,3642.51
India,Haryana,"Calendar Year (Jan - Dec), 2018",66250,2961299,2383889,2383889,100,51264.42,0,51264.42
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9298404,8576378,8576378,100,137425.98,2947.53,140373.51
India,Ladakh,"Calendar Year (Jan - Dec), 2021",870.4173886,35374.59919,33028.57816,28479.94331,86.23,747.0655466,0,747.0655466
India,Ladakh,"Calendar Year (Jan - Dec), 2019",870.4173886,36537.60378,23621.81399,5918.734575,25.06,539.3107938,125.9916542,665.302448
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",33454.8,1322256,215232,80095,37.21,5446.27,22759.74,28206.02
India,Odisha,"Calendar Year (Jan - Dec), 2018",179926.06,8647383,9162858,3579157,39.06,167652.95,0,167652.95
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2019",1380.93,54991,53391,38882,69.59082705,1263.96,0,1263.96
India,Kerala,"Calendar Year (Jan - Dec), 2017",85459.89,318079,0,0,0,0,7765.93,7765.93
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",144959.47,5712272,4954449,4006572,80.87,137000.61,0,137000.61
India,Goa,"Calendar Year (Jan - Dec), 2019",2856.63,141385,101415,101415,100,2172.49,504.42,2676.91
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2018",811798.34,33249500,4980612,4577609,91.91,116565.46,598993.1,715558.56
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",811798.34,35668053,31625219,30526409,96.53,729854.86,21707.62,751562.48
India,Rajasthan,"Calendar Year (Jan - Dec), 2018",232631,10008950,8541844,8540143,99.98,203068.26,683.28,203751.54
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5355227,9333788,799805,8.57,199252.39,1946.04,201198.43
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018",1380.93,54351,52479,45880,88.47947896,1221.82,0,1221.82
India,Jharkhand,"Calendar Year (Jan - Dec), 2021",144959.47,5885510,1093374,1059771,96.93,21092.87,0,21092.87
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",297039.11,11716467,8859341,1592680,17.98,225488.02,0,225488.02
India,Tripura,"Calendar Year (Jan - Dec), 2020",13761.1,578844,944263,934448,98.96,13283.04,0,13283.04
India,Kerala,"Calendar Year (Jan - Dec), 2017",85459.89,318314,0,0,0,0,8135.37,8135.37
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",115338,5282952,5176968,595509,11.5,113861.83,1517.69,115379.52
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",144959.47,5700810,4834849,3916205,81,133629.8,0,133629.8
India,Tripura,"Calendar Year (Jan - Dec), 2018",13761.1,576119,534348,534348,100,12475.83,934.24,13410.06
India,Haryana,"Calendar Year (Jan - Dec), 2021",66250,2705011,2632079,2632079,100,57911.76,0,57911.76
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2017",332.7,7347,168270,112180,66.67,0.02,0,0.02
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2021",811798.34,35934556,33469789,33385167,99.75,773667.29,2.53,773669.81
India,Ladakh,"Calendar Year (Jan - Dec), 2021",870.4173886,35387.28429,11480.53679,10582.8038,92.18,267.9295677,0,267.9295677
India,Assam,"Calendar Year (Jan - Dec), 2020",135479.33,5786894,0,0,0,0,139497.39,139497.39
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,177092,97909,0,0,6383.11,3546.71,9929.81
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2018",297039.11,11798742,9016494,1647433,18.27,227125.48,63692.4,290817.88
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10071108,9744776,0,0,188052.81,0,188052.81
India,Delhi,"Calendar Year (Jan - Dec), 2020",37572.75,1751113,0,0,0,0,38947.69,38947.69
India,Odisha,"Calendar Year (Jan - Dec), 2019",179926.06,8685358,7273232,3046908,41.89,148791.62,34593.02,183384.63
India,Bihar,"Calendar Year (Jan - Dec), 2020",457821.73,17790969,16206167,16154547,99.68,427864.53,0,427864.53
India,Tripura,"Calendar Year (Jan - Dec), 2019",13761.1,578926,735341,735341,100,12976.27,0,12976.27
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,146664,0,0,0,0,4744.99,4744.99
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018",332.7,14443,1824,0,0,28.27,240.72,268.99
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12604402,10956194,10956190,100,101709.52,1622.07,103331.59
India,Odisha,"Calendar Year (Jan - Dec), 2020",179926.06,9287962,9330310,0,0,174148.22,96.73,174244.95
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2020",451.98,52293,47791,47791,100,1205.21,0,1205.21
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",383766,15443156,13949298,13949298,100,339375.62,2081.47,341457.09
India,Mizoram,"Calendar Year (Jan - Dec), 2018",3827.96,144831,0,0,0,0,5637.16,5637.16
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",154148.03,8960278,8298031,8298031,100,144073.82,9.7,144083.51
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5294532,5398954,1234868,22.87,111754.02,1513.65,113267.67
India,Odisha,"Calendar Year (Jan - Dec), 2021",179926.06,9277485,8873749,6911782,77.89,180639.87,0,180639.87
India,Jharkhand,"Calendar Year (Jan - Dec), 2018",144959.47,5683353,3790806,2850146,75.19,142304.24,0,142304.24
India,Haryana,"Calendar Year (Jan - Dec), 2021",66250,2702306,498792,498792,100,12070.36,0,12070.36
India,Delhi,"Calendar Year (Jan - Dec), 2019",37572.75,1717832,0,0,0,0,111543.99,111543.99
India,Mizoram,"Calendar Year (Jan - Dec), 2017",3827.96,35071,0,0,0,0,1048.64,1048.64
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018",38927.63261,1630830.811,998928.0829,152204.72,15.24,23481.22256,12955.44768,36436.67024
India,Goa,"Calendar Year (Jan - Dec), 2017",2856.63,139042,5239,3072,58.64,115.27,0,115.27
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2018",202114.13,10010040,10157349,0,0,193256.43,0,193256.43
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2017",811798.34,33704016,3367724,2519632,74.82,29007.36,0,29007.36
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",202114.13,10086016,9973050,0,0,193230.79,0,193230.79
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2021",16857.47,672460,590287,364501,61.75,14377.74,155.99,14533.73
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2017",154148.03,9621553,24497703,16331802,66.67,133.54,0,133.54
India,Punjab,"Calendar Year (Jan - Dec), 2018",72510,3509588,0,0,0,0,257079.58,257079.58
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2018",115338,5355227,5898405,555235,9.41,125753.2,2157.7,127910.9
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",144959.47,5706206,4732396,3998059,84.48,137084.35,0,137084.35
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,153579,0,0,0,0,3913.07,3913.07
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",10800.27,1284,556,0,0,14.59,10506.93,10521.51
India,Lakshadweep,"Calendar Year (Jan - Dec), 2018",126.85,5175,188,0,0,4.16,0,4.16
India,Telangana,"Calendar Year (Jan - Dec), 2021",108004.23,5357778,4326212,4326212,100,91929.97,0,91929.97
India,Telangana,"Calendar Year (Jan - Dec), 2019",108004.23,5799801,4631142,4631142,100,96137.59,979.96,97117.56
India,Tripura,"Calendar Year (Jan - Dec), 2019",13761.1,578955,640063,640063,100,12763.77,0,12763.77
India,Ladakh,"Calendar Year (Jan - Dec), 2018",870.4173886,36465.18938,24634.3471,3052.843322,12.39,580.9218454,248.9244507,829.8462961
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3752026,4015293,3769231,93.87,84244.22,94.93,84339.15
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",811798.34,35525403,32588260,30545268,93.73,740853.08,21719.54,762572.62
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,174631,2,0,0,0.06,4737.6,4737.66
India,Punjab,"Calendar Year (Jan - Dec), 2021",72510,3784417,3613231,3613152,100,430797.68,0,430797.68
India,Telangana,"Calendar Year (Jan - Dec), 2020",108004.23,5328375,4914051,4914051,100,99216.92,874.53,100091.45
India,Jharkhand,"Calendar Year (Jan - Dec), 2021",144959.47,5825570,6366279,6048651,95.01,135268.36,0,135268.36
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2017",1380.93,33031,31429,24021,44.75578897,602.03,0,602.03
India,Lakshadweep,"Calendar Year (Jan - Dec), 2021",126.85,5159,459,0,0,12.65,0,12.65
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",232631,10673183,10235514,10229961,99.95,243117.18,0,243117.18
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",154148.03,9546078,9241040,9241040,100,145959.91,0,145959.91
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020",38927.63261,1609317.838,1500115.588,4415.27496,0.29,35500.27787,2329.668872,37829.94674
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9026007,8585878,8585878,100,145956.8,1338.31,147295.11
India,Telangana,"Calendar Year (Jan - Dec), 2017",108004.23,5020803,4799397,3199598,66.67,41.36,0,41.36
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",154148.03,9452705,8705401,8705401,100,142557.47,2919.97,145477.44
India,West Bengal,"Calendar Year (Jan - Dec), 2018",330516.44,56276556,0,0,0,0,325665.29,325665.29
India,Manipur,"Calendar Year (Jan - Dec), 2020",12461.24,588045,357229,590,0.17,8117.96,4800.68,12918.64
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",383766,14317674,12302745,12302745,100,301649.2,19754.86,321404.06
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",16857.47,0,10333,150,1.45,0,0,0
India,Punjab,"Calendar Year (Jan - Dec), 2018",72510,3515987,154806,154806,100,19131.74,0,19131.74
India,Tripura,"Calendar Year (Jan - Dec), 2018",13761.1,587361,485817,485817,100,11294.12,2414.12,13708.23
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2020",297039.11,11689138,10069707,9261295,91.97,254081.4,2787.47,256868.87
India,Karnataka,"Calendar Year (Jan - Dec), 2020",217403,12208326,10121833,10121829,100,192118.86,552.8,192671.65
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2020",4677.46,131309,54197,4144,7.65,1429.52,2702.84,4132.36
India,Kerala,"Calendar Year (Jan - Dec), 2021",85459.89,3834145,4029198,3835719,95.2,78088.18,95.7,78183.88
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12652809,10970181,10970177,100,197888.95,1388.18,199277.13
India,Mizoram,"Calendar Year (Jan - Dec), 2020",3827.96,155643,98645,75459,76.5,2492.95,0,2492.95
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,11740426,4224943,3704979,87.69,113409.53,168083.57,281493.1
India,Tripura,"Calendar Year (Jan - Dec), 2019",13761.1,578905,769166,769166,100,12976.58,0,12976.58
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",33454.8,1335598,0,0,0,0,30995.43,30995.43
India,Kerala,"Calendar Year (Jan - Dec), 2021",85459.89,3893710,4172436,4067557,97.49,84335.58,99.08,84434.66
India,Odisha,"Calendar Year (Jan - Dec), 2021",179926.06,9283193,8876162,6915736,77.91,180269.26,0,180269.26
India,Haryana,"Calendar Year (Jan - Dec), 2017",66250,2964186,2327414,2327414,100,53387.82,0,53387.82
India,Karnataka,"Calendar Year (Jan - Dec), 2021",217403,12087805,10509607,10509607,100,184836.95,7772.92,192609.87
India,Bihar,"Calendar Year (Jan - Dec), 2018",457821.73,24493,19732,12361,62.64,78.8,371038.47,371117.27
India,Meghalaya,"Calendar Year (Jan - Dec), 2018",10800.27,417504,0,0,0,0,11487.59,11487.59
India,West Bengal,"Calendar Year (Jan - Dec), 2018",330516.44,56295909,0,0,0,0,328868.28,328868.28
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2020",115338,5282952,5125498,487993,9.52,112153.2,1512.11,113665.31
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2021",115338,5118868,4480900,414692,9.25,109175.95,0,109175.95
India,Maharashtra,"Calendar Year (Jan - Dec), 2020",383766,15113125,14001058,14001058,100,343061.89,2325.65,345387.54
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2017",16857.47,683242,0,0,0,0,0,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2019",4677.46,177106,14934,0,0,408.15,4371.72,4779.87
India,Manipur,"Calendar Year (Jan - Dec), 2018",12461.24,508485,0,0,0,0,12076.54,12076.54
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",144959.47,5718614,4615998,4207434,91.15,127218.3,0,127218.3
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",10800.27,421503,40604,2978,7.33,1158.37,588.31,1746.67
India,Delhi,"Calendar Year (Jan - Dec), 2018",37572.75,1690684,0,0,0,0,29104.02,29104.02
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020",126.85,5159,0,0,0,0,11012.8,11012.8
India,Tripura,"Calendar Year (Jan - Dec), 2019",13761.1,578842,602093,602093,100,12664.78,667.84,13332.62
India,The Dadra And Nagar Haveli And Daman And Diu,"Calendar Year (Jan - Dec), 2018",1380.93,54563,52692,39481,72.42090218,1234.22,0,1234.22
India,Goa,"Calendar Year (Jan - Dec), 2017",2856.63,138698,133,74,55.64,0.12,0,0.12
India,Kerala,"Calendar Year (Jan - Dec), 2018",85459.89,2452695,3989971,3485279,87.35,55722.23,18644.78,74367.01
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2020",154148.03,9027978,8618252,8618252,100,146780.57,1088.06,147868.63
India,Telangana,"Calendar Year (Jan - Dec), 2017",108004.23,5022172,3068785,3068785,100,76834.61,0,76834.61
India,West Bengal,"Calendar Year (Jan - Dec), 2018",330516.44,56332793,0,0,0,0,325367.24,325367.24
India,Tripura,"Calendar Year (Jan - Dec), 2021",13761.1,595312,754777,747531,99.04,13495.04,0,13495.04
India,Nagaland,"Calendar Year (Jan - Dec), 2018",7632.11,284934,0,0,0,0,7632.11,7632.11
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2018",332.7,9561,820,0,0,13.06,214.84,227.9
India,Karnataka,"Calendar Year (Jan - Dec), 2021",217403,12170710,10668015,10668015,100,190162.65,467.1,190629.75
India,Ladakh,"Calendar Year (Jan - Dec), 2020",870.4173886,35982.52148,33768.4692,23.92671558,0.07,796.8838554,97.4475637,894.3314191
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2017",115338,5312750,5213233,491317,9.42,109785.41,0,109785.41
India,Telangana,"Calendar Year (Jan - Dec), 2020",108004.23,5331790,4897729,4897729,100,98915.43,869.61,99785.04
India,Meghalaya,"Calendar Year (Jan - Dec), 2021",21600.54,421398,307247,899,0.29,17233.02,2183.03,19416.05
India,Haryana,"Calendar Year (Jan - Dec), 2020",66250,2701106,2389237,2389237,100,57735.99,0,57735.99
India,Ladakh,"Calendar Year (Jan - Dec), 2018",870.4173886,36462.19308,20473.91993,3618.117446,17.67,480.86487,325.0444312,805.9093012
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",33454.8,1343486,823998,41,0,19485.23,5730.38,25215.61
India,Gujarat,"Calendar Year (Jan - Dec), 2020",198288.02,6865383,6456835,5920080,91.69,168735.98,0,168735.98
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021",297039.11,11326448,11520675,11062824,96.03,256066.63,564.86,256631.48
India,Meghalaya,"Calendar Year (Jan - Dec), 2020",10800.27,421027,0,0,0,0,11696.38,11696.38
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2017",38927.63261,98797.89053,0,0,0,0,423.4321068,423.4321068
India,Uttarakhand,"Calendar Year (Jan - Dec), 2018",33454.8,622104,32251,5552,17.21,301.1,41794.07,42095.18
India,Rajasthan,"Calendar Year (Jan - Dec), 2021",232631,10681457,9338384,9338308,100,209345.71,0,209345.71
India,Assam,"Calendar Year (Jan - Dec), 2021",270958.66,5623014,0,0,0,0,134624.17,134624.17
India,Odisha,"Calendar Year (Jan - Dec), 2017",179926.06,8590813,9936885,2908281,29.27,22921.22,0,22921.22
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",154148.03,9544558,8881033,8881033,100,143383.64,0,143383.64
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3743771,3958823,3809306,96.22,84249.89,97.91,84347.8
India,Manipur,"Calendar Year (Jan - Dec), 2018",12461.24,548980,0,0,0,0,11961.24,11961.24
India,Assam,"Calendar Year (Jan - Dec), 2018",135479.33,34499,16948,0,0,355.75,139776.31,140132.06
India,Bihar,"Calendar Year (Jan - Dec), 2020",457821.73,17897467,15954376,15907419,99.71,418968.25,0,418968.25
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2018",16857.47,688373,582451,52,0.01,13472.03,2396.54,15868.57
India,Gujarat,"Calendar Year (Jan - Dec), 2019",198288.02,6626407,6210426,5171767,83.28,161841.88,0,161841.88
India,Punjab,"Calendar Year (Jan - Dec), 2020",72510,3519595,1160222,1160222,100,141196.65,0,141196.65
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,11107628,11162227,0,0,213333.1,0,213333.1
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2020",38927.63261,1610112.079,659302.0813,14550.64916,2.21,15680.5057,7041.67887,22722.18457
India,Bihar,"Calendar Year (Jan - Dec), 2017",457821.73,0,8,0,0,0,0,0
India,Delhi,"Calendar Year (Jan - Dec), 2019",37572.75,1729189,0,0,0,0,35179.05,35179.05
India,Kerala,"Calendar Year (Jan - Dec), 2020",85459.89,3833085,4153680,3982192,95.87,82805.18,96.4,82901.58
India,Karnataka,"Calendar Year (Jan - Dec), 2018",217403,12254919,1904744,1904742,100,34724.81,9140.01,43864.82
India,Jammu And Kashmir,"Calendar Year (Jan - Dec), 2018",38927.63261,1633058.011,1035594.232,171356.4886,16.55,24836.56721,12212.51947,37049.08668
India,Uttarakhand,"Calendar Year (Jan - Dec), 2020",33454.8,1349309,565370,96492,17.07,13431.21,16579.91,30011.12
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2021",297039.11,11077132,10937656,8126794,74.3,252477.5,640,253117.5
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9026642,8632571,8632571,100,146773.46,1097.77,147871.23
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2019",154148.03,9027217,8637527,8637527,100,146796.11,1087.48,147883.59
India,Delhi,"Calendar Year (Jan - Dec), 2018",37572.75,1941960,1517740,1517740,100,30988.3,208.96,31197.27
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,11108398,11525517,0,0,229794.1,0,229794.1
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",144959.47,5705374,4094180,3784097,92.43,130062.16,0,130062.16
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",811798.34,35343077,27730648,27688573,99.85,646238.3,21842.05,668080.35
India,Gujarat,"Calendar Year (Jan - Dec), 2018",198288.02,6759827,6062439,4791455,79.04,166298.66,0,166298.66
India,Andaman And Nicobar Islands,"Calendar Year (Jan - Dec), 2021",332.7,16804,15209,12609,82.9,287.75,0,287.75
India,West Bengal,"Calendar Year (Jan - Dec), 2020",330516.44,56134008,20496820,11615,0.06,320508.94,1029.39,321538.33
India,Haryana,"Calendar Year (Jan - Dec), 2020",66250,2699158,2425558,2425558,100,59540.37,0,59540.37
India,Goa,"Calendar Year (Jan - Dec), 2019",2856.63,141164,101054,101054,100,2164.56,270.77,2435.34
India,Delhi,"Calendar Year (Jan - Dec), 2019",37572.75,1719606,0,0,0,0,34662.06,34662.06
India,Sikkim,"Calendar Year (Jan - Dec), 2020",2197.94,94523,88439,45577,51.53,1380.91,1028.99,2409.89
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",297039.11,11742807,9830805,3661788,37.25,250086.93,38504.26,288591.19
India,Lakshadweep,"Calendar Year (Jan - Dec), 2020",126.85,5154,2449,0,0,65.36,0,65.36
India,Goa,"Calendar Year (Jan - Dec), 2018",2856.63,18007,12483,12483,100,266.92,2278.92,2545.84
India,Karnataka,"Calendar Year (Jan - Dec), 2019",217403,12550576,11002998,11002986,100,197149.41,2230.72,199380.13
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2020",202114.13,11187347,10739330,6674,0.06,189288.83,0,189288.83
India,Goa,"Calendar Year (Jan - Dec), 2021",2856.63,142858,136190,132112,97.01,2827.17,0,2827.17
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,138425,0,0,0,0,3852.22,3852.22
India,Maharashtra,"Calendar Year (Jan - Dec), 2017",383766,14593852,10792320,4529883,41.97,4606.1,0,4606.1
India,Tripura,"Calendar Year (Jan - Dec), 2018",13761.1,815051,27179,27179,100,585.96,15351.95,15937.91
India,Nagaland,"Calendar Year (Jan - Dec), 2019",7632.11,278761,46359,46357,100,512.44,7280.08,7792.52
India,Kerala,"Calendar Year (Jan - Dec), 2019",85459.89,3638448,4066805,3956501,97.29,81516.36,103.24,81619.6
India,Mizoram,"Calendar Year (Jan - Dec), 2019",3827.96,128251,0,0,0,0,3328.54,3328.54
